doi,title,venue
10.1007/978-3-031-16431-6_7,Is a PET All You Need? A Multi-modal Study for Alzheimer&apos;s Disease Using 3D CNNs,MICCAI
10.1007/978-3-031-16452-1_29,Warm Start Active Learning with Proxy Labels and Selection via Semi-supervised Fine-Tuning,MICCAI
10.1007/978-3-031-16431-6_6,Interpretable Differential Diagnosis for Alzheimer&apos;s Disease and Frontotemporal Dementia,MICCAI
10.1007/978-3-031-16452-1_69,AdaTriplet: Adaptive Gradient Triplet Loss with Automatic Margin Learning for Forensic Medical Image Matching,MICCAI
10.1007/978-3-031-16452-1_40,Asymmetry Disentanglement Network for Interpretable Acute Ischemic Stroke Infarct Segmentation in Non-contrast CT Scans,MICCAI
10.1007/978-3-031-16446-0_74,Sensor Geometry Generalization to Untrained Conditions in Quantitative Ultrasound Imaging,MICCAI
10.1007/978-3-031-16443-9_57,Enforcing Connectivity of 3D Linear Structures Using Their 2D Projections,MICCAI
10.1007/978-3-031-16443-9_46,Patcher: Patch Transformers with Mixture of Experts for Precise Medical Image Segmentation,MICCAI
10.1007/978-3-031-16449-1_45,4D-OR: Semantic Scene Graphs for OR Domain Modeling,MICCAI
10.1007/978-3-031-16449-1_15,Mixed Reality and Deep Learning for External Ventricular Drainage Placement: A Fast and Automatic Workflow for Emergency Treatments,MICCAI
10.1007/978-3-031-16437-8_68,Vision-Language Contrastive Learning Approach to Robust Automatic Placenta Analysis Using Photographic Images,MICCAI
10.1007/978-3-031-16446-0_65,Learning-Based and Unrolled Motion-Compensated Reconstruction for Cardiac MR CINE Imaging,MICCAI
10.1007/978-3-031-16431-6_59,Computer-Aided Tuberculosis Diagnosis with Attribute Reasoning Assistance,MICCAI
10.1007/978-3-031-16452-1_8,Adversarially Robust Prototypical Few-Shot Segmentation with Neural-ODEs,MICCAI
10.1007/978-3-031-16446-0_46,Weakly Supervised MR-TRUS Image Synthesis for Brachytherapy of Prostate Cancer,MICCAI
10.1007/978-3-031-16431-6_24,Hierarchical Brain Networks Decomposition via Prior Knowledge Guided Deep Belief Network,MICCAI
10.1007/978-3-031-16431-6_58,Attention Mechanisms for Physiological Signal Deep Learning: Which Attention Should We Take?,MICCAI
10.1007/978-3-031-16449-1_60,On Surgical Planning of Percutaneous Nephrolithotomy with Patient-Specific CTRs,MICCAI
10.1007/978-3-031-16443-9_16,A Robust Volumetric Transformer for Accurate 3D Tumor Segmentation,MICCAI
10.1007/978-3-031-16446-0_59,Towards Performant and Reliable Undersampled MR Reconstruction via Diffusion Model Sampling,MICCAI
10.1007/978-3-031-16431-6_9,Feature Robustness and Sex Differences in Medical Imaging: A Case Study in MRI-Based Alzheimer&apos;s Disease Detection,MICCAI
10.1007/978-3-031-16452-1_67,Fast Unsupervised Brain Anomaly Detection and Segmentation with Diffusion Models,MICCAI
10.1007/978-3-031-16434-7_50,A Spatiotemporal Model for Precise and Efficient Fully-Automatic 3D Motion Correction in OCT,MICCAI
10.1007/978-3-031-16440-8_34,BabyNet: Residual Transformer Module for Birth Weight Prediction on Fetal Ultrasound Video,MICCAI
10.1007/978-3-031-16437-8_13,On the Uncertain Single-View Depths in Colonoscopies,MICCAI
10.1007/978-3-031-16443-9_25,Contrastive Re-localization and History Distillation in Federated CMR Segmentation,MICCAI
10.1007/978-3-031-16434-7_16,Transformer Based Multiple Instance Learning for Weakly Supervised Histopathology Image Segmentation,MICCAI
10.1007/978-3-031-16449-1_56,Ideal Midsagittal Plane Detection Using Deep Hough Plane Network for Brain Surgical Planning,MICCAI
10.1007/978-3-031-16446-0_6,Embedding Gradient-Based Optimization in Image Registration Networks,MICCAI
10.1007/978-3-031-16434-7_3,DGMIL: Distribution Guided Multiple Instance Learning for Whole Slide Image Classification,MICCAI
10.1007/978-3-031-16443-9_40,Orientation-Guided Graph Convolutional Network for Bone Surface Segmentation,MICCAI
10.1007/978-3-031-16440-8_32,Simultaneous Bone and Shadow Segmentation Network Using Task Correspondence Consistency,MICCAI
10.1007/978-3-031-16446-0_73,Optimal MRI Undersampling Patterns for Pathology Localization,MICCAI
10.1007/978-3-031-16434-7_37,Local Attention Graph-Based Transformer for Multi-target Genetic Alteration Prediction,MICCAI
10.1007/978-3-031-16446-0_58,Deep Filter Bank Regression for Super-Resolution of Anisotropic MR Brain Images,MICCAI
10.1007/978-3-031-16452-1_57,D&apos;ARTAGNAN: Counterfactual Video Generation,MICCAI
10.1007/978-3-031-16452-1_68,Reliability of Quantification Estimates in MR Spectroscopy: CNNs vs Traditional Model Fitting,MICCAI
10.1007/978-3-031-16449-1_9,PRO-TIP: Phantom for RObust Automatic Ultrasound Calibration by TIP Detection,MICCAI
10.1007/978-3-031-16446-0_66,Accelerated Pseudo 3D Dynamic Speech MR Imaging at 3T Using Unsupervised Deep Variational Manifold Learning,MICCAI
10.1007/978-3-031-16437-8_35,Residual Wavelon Convolutional Networks for Characterization of Disease Response on MRI,MICCAI
10.1007/978-3-031-16449-1_31,TMSS: An End-to-End Transformer-Based Multimodal Network for Segmentation and Survival Prediction,MICCAI
10.1007/978-3-031-16437-8_39,Automatic Detection of Steatosis in Ultrasound Images with Comparative Visual Labeling,MICCAI
10.1007/978-3-031-16437-8_71,Unsupervised Cross-Domain Feature Extraction for Single Blood Cell Image Classification,MICCAI
10.1007/978-3-031-16437-8_72,Attentional Generative Multimodal Network for Neonatal Postoperative Pain Estimation,MICCAI
10.1007/978-3-031-16440-8_63,Vector Quantisation for Robust Segmentation,MICCAI
10.1007/978-3-031-16431-6_5,CASHformer: Cognition Aware SHape Transformer for Longitudinal Analysis,MICCAI
10.1007/978-3-031-16431-6_1,Progression Models for Imaging Data with Longitudinal Variational Auto Encoders,MICCAI
10.1007/978-3-031-16434-7_12,Test-Time Image-to-Image Translation Ensembling Improves Out-of-Distribution Generalization in Histopathology,MICCAI
10.1007/978-3-031-16440-8_46,Recurrent Implicit Neural Graph for Deformable Tracking in Endoscopic Videos,MICCAI
10.1007/978-3-031-16449-1_4,Surgical-VQA: Visual Question Answering in Surgical Scenes Using Transformer,MICCAI
10.1007/978-3-031-16449-1_33,Conditional Generative Data Augmentation for Clinical Audio Datasets,MICCAI
10.1007/978-3-031-16443-9_66,Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,MICCAI
10.1007/978-3-031-16443-9_49,Carbon Footprint of Selecting and Training Deep Learning Models for Medical Image Analysis,MICCAI
10.1007/978-3-031-16431-6_44,Brain-Aware Replacements for Supervised Contrastive Learning in Detection of Alzheimer&apos;s Disease,MICCAI
10.1007/978-3-031-16443-9_30,End-to-End Segmentation of Medical Images via Patch-Wise Polygons Prediction,MICCAI
10.1007/978-3-031-16437-8_74,LIDP: A Lung Image Dataset with Pathological Information for Lung Cancer Screening,MICCAI
10.1007/978-3-031-16434-7_34,MaNi: Maximizing Mutual Information for Nuclei Cross-Domain Unsupervised Segmentation,MICCAI
10.1007/978-3-031-16437-8_31,Interaction-Oriented Feature Decomposition for Medical Image Lesion Detection,MICCAI
10.1007/978-3-031-16440-8_57,Task-Relevant Feature Replenishment for Cross-Centre Polyp Segmentation,MICCAI
10.1007/978-3-031-16434-7_21,RandStainNA: Learning Stain-Agnostic Features from Histology Slides by Bridging Stain Augmentation and Normalization,MICCAI
10.1007/978-3-031-16446-0_23,Collaborative Quantization Embeddings for Intra-subject Prostate MR Image Registration,MICCAI
10.1007/978-3-031-16446-0_21,XMorpher: Full Transformer for Deformable Medical Image Registration via Cross Attention,MICCAI
10.1007/978-3-031-16440-8_64,A Hybrid Propagation Network for Interactive Volumetric Image Segmentation,MICCAI
10.1007/978-3-031-16449-1_14,Digestive Organ Recognition in Video Capsule Endoscopy Based on Temporal Segmentation Network,MICCAI
10.1007/978-3-031-16443-9_53,Deep Reinforcement Learning for Small Bowel Path Tracking Using Different Types of Annotations,MICCAI
10.1007/978-3-031-16440-8_11,End-to-End Cell Recognition by Point Annotation,MICCAI
10.1007/978-3-031-16446-0_11,Multi-modal Retinal Image Registration Using a Keypoint-Based Vessel Structure Aligning Network,MICCAI
10.1007/978-3-031-16440-8_66,Bi-directional Encoding for Explicit Centerline Segmentation by Fully-Convolutional Networks,MICCAI
10.1007/978-3-031-16449-1_6,A Novel Fusion Network for Morphological Analysis of Common Iliac Artery,MICCAI
10.1007/978-3-031-16449-1_32,Bayesian Dense Inverse Searching Algorithm for Real-Time Stereo Matching in Minimally Invasive Surgery,MICCAI
10.1007/978-3-031-16443-9_44,DOMINO: Domain-Aware Model Calibration in Medical Image Segmentation,MICCAI
10.1007/978-3-031-16452-1_60,Why Patient Data Cannot Be Easily Forgotten?,MICCAI
10.1007/978-3-031-16446-0_12,A Deep-Discrete Learning Framework for Spherical Surface Registration,MICCAI
10.1007/978-3-031-16443-9_36,Transformer Based Feature Fusion for Left Ventricle Segmentation in 4D Flow MRI,MICCAI
10.1007/978-3-031-16437-8_5,Transformer Based Multi-view Network for Mammographic Image Classification,MICCAI
10.1007/978-3-031-16449-1_71,Attention-Enhanced Disentangled Representation Learning for Unsupervised Domain Adaptation in Cardiac Segmentation,MICCAI
10.1007/978-3-031-16443-9_59,Lesion Guided Explainable Few Weak-Shot Medical Report Generation,MICCAI
10.1007/978-3-031-16440-8_39,MIRST-DM: Multi-instance RST with Drop-Max Layer for Robust Classification of Breast Cancer,MICCAI
10.1007/978-3-031-16431-6_66,Rib Suppression in Digital Chest Tomosynthesis,MICCAI
10.1007/978-3-031-16452-1_53,Poisson2Sparse: Self-supervised Poisson Denoising from a Single Image,MICCAI
10.1007/978-3-031-16431-6_57,Ensembled Prediction of Rheumatic Heart Disease from Ungated Doppler Echocardiography Acquired in Low-Resource Settings,MICCAI
10.1007/978-3-031-16437-8_3,Deep is a Luxury We Don&apos;t Have,MICCAI
10.1007/978-3-031-16446-0_13,Privacy Preserving Image Registration,MICCAI
10.1007/978-3-031-16446-0_19,Transformer Lesion Tracker,MICCAI
10.1007/978-3-031-16440-8_51,Accurate and Robust Lesion RECIST Diameter Prediction and Segmentation with Transformers,MICCAI
10.1007/978-3-031-16443-9_68,RepsNet: Combining Vision with Language for Automated Medical Reports,MICCAI
10.1007/978-3-031-16452-1_37,Consistency-Preserving Visual Question Answering in Medical Imaging,MICCAI
10.1007/978-3-031-16446-0_57,Spatio-Temporal Motion Correction and Iterative Reconstruction of In-Utero Fetal fMRI,MICCAI
10.1007/978-3-031-16440-8_21,Physically Inspired Constraint for Unsupervised Regularized Ultrasound Elastography,MICCAI
10.1007/978-3-031-16434-7_9,End-to-End Learning for Image-Based Detection of Molecular Alterations in Digital Pathology,MICCAI
10.1007/978-3-031-16437-8_61,Building Brains: Subvolume Recombination for Data Augmentation in Large Vessel Occlusion Detection,MICCAI
10.1007/978-3-031-16440-8_37,Light-weight Spatio-Temporal Graphs for Segmentation and Ejection Fraction Prediction in Cardiac Ultrasound,MICCAI
10.1007/978-3-031-16437-8_40,Automation of Clinical Measurements on Radiographs of Children&apos;s Hips,MICCAI
10.1007/978-3-031-16446-0_20,LiftReg: Limited Angle 2D/3D Deformable Registration,MICCAI
10.1007/978-3-031-16437-8_9,Contrastive Transformer-Based Multiple Instance Learning for Weakly Supervised Polyp Frame Detection,MICCAI
10.1007/978-3-031-16446-0_32,Noise2SR: Learning to Denoise from Super-Resolved Single Noisy Fluorescence Image,MICCAI
10.1007/978-3-031-16443-9_51,The Dice Loss in the Context of Missing or Empty Labels: Introducing $\varPhi $ and ε,MICCAI
10.1007/978-3-031-16452-1_44,Interpretable Modeling and Reduction of Unknown Errors in Mechanistic Operators,MICCAI
10.1007/978-3-031-16437-8_15,TGANet: Text-Guided Attention for Improved Polyp Segmentation,MICCAI
10.1007/978-3-031-16446-0_48,What Can We Learn About a Generated Image Corrupting Its Latent Representation?,MICCAI
10.1007/978-3-031-16434-7_10,S5CL: Unifying Fully-Supervised Self-supervised and Semi-supervised Learning Through Hierarchical Contrastive Learning,MICCAI
10.1007/978-3-031-16431-6_67,Multi-task Lung Nodule Detection in Chest Radiographs with a Dual Head Network,MICCAI
10.1007/978-3-031-16449-1_58,Stereo Depth Estimation via Self-supervised Contrastive Representation Learning,MICCAI
10.1007/978-3-031-16452-1_26,Leveraging Labeling Representations in Uncertainty-Based Semi-supervised Segmentation,MICCAI
10.1007/978-3-031-16443-9_3,UNeXt: MLP-Based Rapid Medical Image Segmentation Network,MICCAI
10.1007/978-3-031-16449-1_42,Towards Holistic Surgical Scene Understanding,MICCAI
10.1007/978-3-031-16437-8_47,CACTUSS: Common Anatomical CT-US Space for US Examinations,MICCAI
10.1007/978-3-031-16437-8_37,A Penalty Approach for Normalizing Feature Distributions to Build Confounder-Free Models,MICCAI
10.1007/978-3-031-16434-7_45,Learning Shape Distributions from Large Databases of Healthy Organs: Applications to Zero-Shot and Few-Shot Abnormal Pancreas Detection,MICCAI
10.1007/978-3-031-16431-6_20,Multi-site Normative Modeling of Diffusion Tensor Imaging Metrics Using Hierarchical Bayesian Regression,MICCAI
10.1007/978-3-031-16431-6_54,Detecting Aortic Valve Pathology from the 3-Chamber Cine Cardiac MRI View,MICCAI
10.1007/978-3-031-16434-7_2,Federated Stain Normalization for Computational Pathology,MICCAI
10.1007/978-3-031-16440-8_15,Capturing Shape Information with Multi-scale Topological Loss Terms for 3D Reconstruction,MICCAI
10.1007/978-3-031-16437-8_2,Knowledge Distillation to Ensemble Global and Interpretable Prototype-Based Mammogram Classification Models,MICCAI
10.1007/978-3-031-16437-8_11,Stepwise Feature Fusion: Local Guides Global,MICCAI
10.1007/978-3-031-16437-8_8,FFCNet: Fourier Transform-Based Frequency Learning and Complex Convolutional Network for Colon Disease Classification,MICCAI
10.1007/978-3-031-16449-1_34,Rethinking Surgical Instrument Segmentation: A Background Image Can Be All You Need,MICCAI
10.1007/978-3-031-16440-8_23,Key-frame Guided Network for Thyroid Nodule Recognition Using Ultrasound Videos,MICCAI
10.1007/978-3-031-16449-1_41,Neural Rendering for Stereo 3D Reconstruction of Deformable Tissues in Robotic Surgery,MICCAI
10.1007/978-3-031-16431-6_14,Accurate Corresponding Fiber Tract Segmentation via FiberGeoMap Learner,MICCAI
10.1007/978-3-031-16449-1_46,AutoLaparo: A New Dataset of Integrated Multi-tasks for Image-guided Surgical Automation in Laparoscopic Hysterectomy,MICCAI
10.1007/978-3-031-16434-7_66,Screening of Dementia on OCTA Images via Multi-projection Consistency and Complementarity,MICCAI
10.1007/978-3-031-16443-9_50,SMESwin Unet: Merging CNN and Transformer for Medical Image Segmentation,MICCAI
10.1007/978-3-031-16452-1_54,An Inclusive Task-Aware Framework for Radiology Report Generation,MICCAI
10.1007/978-3-031-16449-1_55,Deep Learning-Based Head and Neck Radiotherapy Planning Dose Prediction via Beam-Wise Dose Decomposition,MICCAI
10.1007/978-3-031-16437-8_63,A Medical Semantic-Assisted Transformer for Radiographic Report Generation,MICCAI
10.1007/978-3-031-16446-0_43,UASSR: Unsupervised Arbitrary Scale Super-Resolution Reconstruction of Single Anisotropic 3D Images via Disentangled Representation Learning,MICCAI
10.1007/978-3-031-16446-0_63,Orientation-Shared Convolution Representation for CT Metal Artifact Learning,MICCAI
10.1007/978-3-031-16434-7_51,DA-Net: Dual Branch Transformer and Adaptive Strip Upsampling for Retinal Vessels Segmentation,MICCAI
10.1007/978-3-031-16449-1_7,Hand Hygiene Quality Assessment Using Image-to-Image Translation,MICCAI
10.1007/978-3-031-16431-6_21,Contrastive Functional Connectivity Graph Learning for Population-based fMRI Classification,MICCAI
10.1007/978-3-031-16440-8_49,Few-shot Medical Image Segmentation Regularized with Self-reference and Contrastive Learning,MICCAI
10.1007/978-3-031-16437-8_7,BoxPolyp: Boost Generalized Polyp Segmentation Using Extra Coarse Bounding Box Annotations,MICCAI
10.1007/978-3-031-16443-9_41,Weakly Supervised Volumetric Image Segmentation with Deformed Templates,MICCAI
10.1007/978-3-031-16440-8_6,Implicit Neural Representations for Generative Modeling of Living Cell Shapes,MICCAI
10.1007/978-3-031-16437-8_26,Context-Aware Transformers for Spinal Cancer Detection and Radiological Grading,MICCAI
10.1007/978-3-031-16452-1_4,Diffusion Models for Medical Anomaly Detection,MICCAI
10.1007/978-3-031-16449-1_69,Learn to Ignore: Domain Adaptation for Multi-site MRI Analysis,MICCAI
10.1007/978-3-031-16434-7_65,SeATrans: Learning Segmentation-Assisted Diagnosis Model via Transformer,MICCAI
