name,ACDC,sunnybrook,STACOM’11,RVSC,M&Ms,BRATS,PROMISE12,LIDC-IDRI,DRIVE,CBIS-DDSM,Chexpert,ChestX-Ray14,PadChest,MIMIC,VinDr-CXR,PAD-UFES-20,CAMELYON,CADDementia,MRNet,PROSTATEx
Real-Time 3D Tracking of Articulated Tools for Robotic Surgery.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Double-Uncertainty Weighted Method for Semi-supervised Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Locally Affine Diffeomorphic Surface Registration for Planning of Metopic Craniosynostosis Surgery.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Contrast-Independent Liver-Fat Quantification from Spectral CT Exams.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dual Adaptive Pyramid Network for Cross-Stain Histopathology Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Nonparametric Density Flows for MRI Intensity Normalisation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Duo-SegNet: Adversarial Dual-Views for Semi-supervised Medical Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
E-DSSR: Efficient Dynamic Surgical Scene Reconstruction with Transformer-Based Stereoscopic Depth Perception.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3D Deep Learning for Efficient and Robust Landmark Detection in Volumetric Data.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MRI Image Reconstruction via Learning Optimization Using Neural ODEs.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Degenerative Adversarial NeuroImage Nets: Generating Images that Mimic Disease Progression.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dynamic Field Mapping and Motion Correction Using Interleaved Double Spin-Echo Diffusion MRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learned Half-Quadratic Splitting Network for MR Image Reconstruction.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
MCI Identification by Joint Learning on Multiple MRI Data.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Self-supervised Generative Adversarial Network for Depth Estimation in Laparoscopic Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Subject-Specific Structural Parcellations Based on Randomized AB-divergences.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Structured Outlier Detection in Neuroimaging Studies with Minimal Convex Polytopes.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Conference on Health, Inference, and Learning (CHIL) 2022.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Track Filtering via Iterative Correction of TDI Topology.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-modal Unsupervised Pre-training for Surgical Operating Room Workflow Analysis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Global Registration of Ultrasound to MRI Using the LC2 Metric for Enabling Neurosurgical Guidance.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Carotid Artery Lumen Segmentation in 3D Free-Hand Ultrasound Images Using Surface Graph Cuts.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
PAN: Projective Adversarial Network for Medical Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fusing Modalities by Multiplexed Graph Neural Networks for Outcome Prediction in Tuberculosis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-modal Measurement of the Myelin-to-Axon Diameter g-ratio in Preterm-born Neonates and Adult Controls.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
TransCT: Dual-Path Transformer for Low Dose Computed Tomography.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Semi-Markov Offline Reinforcement Learning for Healthcare.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ensemble Hierarchical High-Order Functional Connectivity Networks for MCI Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Multi-scale Pyramid of 3D Fully Convolutional Networks for Abdominal Multi-organ Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joint Learning of Motion Estimation and Segmentation for Cardiac MR Image Sequences.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
From Connectomic to Task-Evoked Fingerprints: Individualized Prediction of Task Contrasts from Resting-State Functional Connectivity.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Unifying Brain Age Prediction and Age-Conditioned Template Generation with a Deterministic Autoencoder.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Robust and Accurate Coronary Artery Centerline Extraction in CTA by Combining Model-Driven and Data-Driven Approaches.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Self-supervised learning for analysis of temporal and morphological drug effects in cancer cell imaging data.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Motion Network for Freehand 3D Ultrasound Reconstruction.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ASC-Net: Adversarial-Based Selective Network for Unsupervised Anomaly Segmentation.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hierarchical Optimal Transport for Comparing Histopathology Datasets.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Joint Prediction of Meningioma Grade and Brain Invasion via Task-Aware Contrastive Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
