doi,name,ACDC,sunnybrook,STACOM’11,RVSC,M&Ms,BRATS,PROMISE12,LIDC-IDRI,DRIVE,CBIS-DDSM
10.1007/978-3-031-16434-7_10,S5CL: Unifying Fully-Supervised Self-supervised and Semi-supervised Learning Through Hierarchical Contrastive Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_67,Multi-task Lung Nodule Detection in Chest Radiographs with a Dual Head Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_58,Stereo Depth Estimation via Self-supervised Contrastive Representation Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_26,Leveraging Labeling Representations in Uncertainty-Based Semi-supervised Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_3,UNeXt: MLP-Based Rapid Medical Image Segmentation Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_42,Towards Holistic Surgical Scene Understanding,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_47,CACTUSS: Common Anatomical CT-US Space for US Examinations,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_37,A Penalty Approach for Normalizing Feature Distributions to Build Confounder-Free Models,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_45,Learning Shape Distributions from Large Databases of Healthy Organs: Applications to Zero-Shot and Few-Shot Abnormal Pancreas Detection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_20,Multi-site Normative Modeling of Diffusion Tensor Imaging Metrics Using Hierarchical Bayesian Regression,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_54,Detecting Aortic Valve Pathology from the 3-Chamber Cine Cardiac MRI View,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_2,Federated Stain Normalization for Computational Pathology,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_15,Capturing Shape Information with Multi-scale Topological Loss Terms for 3D Reconstruction,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_2,Knowledge Distillation to Ensemble Global and Interpretable Prototype-Based Mammogram Classification Models,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_11,Stepwise Feature Fusion: Local Guides Global,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_8,FFCNet: Fourier Transform-Based Frequency Learning and Complex Convolutional Network for Colon Disease Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_34,Rethinking Surgical Instrument Segmentation: A Background Image Can Be All You Need,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_23,Key-frame Guided Network for Thyroid Nodule Recognition Using Ultrasound Videos,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_41,Neural Rendering for Stereo 3D Reconstruction of Deformable Tissues in Robotic Surgery,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_14,Accurate Corresponding Fiber Tract Segmentation via FiberGeoMap Learner,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_46,AutoLaparo: A New Dataset of Integrated Multi-tasks for Image-guided Surgical Automation in Laparoscopic Hysterectomy,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_66,Screening of Dementia on OCTA Images via Multi-projection Consistency and Complementarity,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_50,SMESwin Unet: Merging CNN and Transformer for Medical Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_54,An Inclusive Task-Aware Framework for Radiology Report Generation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_55,Deep Learning-Based Head and Neck Radiotherapy Planning Dose Prediction via Beam-Wise Dose Decomposition,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_63,A Medical Semantic-Assisted Transformer for Radiographic Report Generation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_43,UASSR: Unsupervised Arbitrary Scale Super-Resolution Reconstruction of Single Anisotropic 3D Images via Disentangled Representation Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_63,Orientation-Shared Convolution Representation for CT Metal Artifact Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_51,DA-Net: Dual Branch Transformer and Adaptive Strip Upsampling for Retinal Vessels Segmentation,False,False,False,False,False,False,False,False,True,False
10.1007/978-3-031-16449-1_7,Hand Hygiene Quality Assessment Using Image-to-Image Translation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_21,Contrastive Functional Connectivity Graph Learning for Population-based fMRI Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_49,Few-shot Medical Image Segmentation Regularized with Self-reference and Contrastive Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_7,BoxPolyp: Boost Generalized Polyp Segmentation Using Extra Coarse Bounding Box Annotations,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_41,Weakly Supervised Volumetric Image Segmentation with Deformed Templates,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_6,Implicit Neural Representations for Generative Modeling of Living Cell Shapes,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_26,Context-Aware Transformers for Spinal Cancer Detection and Radiological Grading,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_4,Diffusion Models for Medical Anomaly Detection,False,False,False,False,False,True,False,False,False,False
10.1007/978-3-031-16449-1_69,Learn to Ignore: Domain Adaptation for Multi-site MRI Analysis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_65,SeATrans: Learning Segmentation-Assisted Diagnosis Model via Transformer,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_59,Learning Self-calibrated Optic Disc and Cup Segmentation from Multi-rater Annotations,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_58,Opinions Vary? Diagnosis First!,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_5,Semi-supervised Learning for Nerve Segmentation in Corneal Confocal Microscope Photography,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_40,Nonlinear Regression of Remaining Surgical Duration via Bayesian LSTM-Based Deep Negative Correlation Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_4,Exploring Smoothness and Class-Separation for Semi-supervised Medical Image Segmentation,True,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_24,Self-learning and One-Shot Learning Based Single-Slice Annotation for 3D Medical Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_70,FairPrune: Achieving Fairness Through Pruning for Dermatological Disease Diagnosis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_68,Personalized dMRI Harmonization on Cortical Surface,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_1,An End-to-End Combinatorial Optimization Method for R-band Chromosome Recognition with Grouping Guided Attention,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_25,Data-Driven Multi-modal Partial Medical Image Preregistration by Template Space Patch Mapping,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_75,A Transformer-Based Iterative Reconstruction Model for Sparse-View CT Reconstruction,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_46,FUSSNet: Fusing Two Sources of Uncertainty for Semi-supervised Medical Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_39,Dual-Graph Learning Convolutional Networks for Interpretable Alzheimer’s Disease Diagnosis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_62,Measurement-Conditioned Denoising Diffusion Probabilistic Model for Under-Sampled Medical Image Reconstruction,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_26,Uncertainty-aware Cascade Network for Ultrasound Image Segmentation with Ambiguous Boundary,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_5,S$$^3$$R: Self-supervised Spectral Regression for Hyperspectral Histopathology Image Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_30,Electron Microscope Image Registration Using Laplacian Sharpening Transformer U-Net,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_61,Low-Resource Adversarial Domain Adaptation for Cross-modality Nucleus Detection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_61,Discrepancy and Gradient-Guided Multi-modal Knowledge Distillation for Pathological Glioma Grading,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_1,CS$$^2$$: A Controllable and Simultaneous Synthesizer of Images and Annotations with Minimal Human Intervention,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_14,NestedFormer: Nested Modality-Aware Transformer for Brain Tumor Segmentation,False,False,False,False,False,True,False,False,False,False
10.1007/978-3-031-16437-8_60,RemixFormer: A Transformer Model for Precision Skin Tumor Differential Diagnosis via Multi-modal Imaging and Non-imaging Data,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_36,Rethinking Surgical Captioning: End-to-End Window-Based MLP Transformer Using Patches,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_63,LSSANet: A Long Short Slice-Aware Network for Pulmonary Nodule Detection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_2,Double-Uncertainty Guided Spatial and Temporal Consistency Regularization Weighting for Learning-Based Abdominal Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_21,Denoising for Relaxing: Unsupervised Domain Adaptive Fundus Image Segmentation Without Source Data,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_1,SVoRT: Iterative Transformer for Slice-to-Volume Registration in Fetal Brain MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_8,Clinical-Realistic Annotation for Histopathology Images with Probabilistic Semi-supervision: A Worst-Case Study,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_16,Deep Regression with Spatial-Frequency Feature Coupling and Image Synthesis for Robot-Assisted Endomicroscopy,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_15,Improved Domain Generalization for Cell Detection in Histopathology Images via Test-Time Stain Augmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_64,Adversarial Consistency for Single Domain Generalization in Medical Image Segmentation,False,False,False,False,False,False,False,False,False,False
